file_name,evaluator,audio_quality,emotion_recognized
1613474460796.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,disgust
1613474460796.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,good,neutrality
1613474460796.wav,3fb22a5597fb91ee4f9abbf30ea69d318be150e0fcf3ca1db8ca334b520d2894,good,disgust
1613474460796.wav,d2356fff332bc01b5f4240942b7aa8d08129a9c5fd13f1ce1718123d7571b73b,good,disgust
1613474460796.wav,8ac798829cb1a9b770e67b9b0bddc0dee9e26f5fbae378648ae835f5b5e9677a,good,disgust
1613860709580.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,fear
1613860709580.wav,9ea3de86c7830ad1c06aeb141fbcb435345bba22656b57e33751295c09e46677,good,fear
1613860709580.wav,0759af130236ec1bb1aa9d5e136f4b85b261c669dfdc5a0b28dd95f1702f69a3,good,fear
1613860709580.wav,251c69ea1f46bdee4883baa1cef17dc048908a6e53eb59e61ccd08aa5aaa484f,good,fear
1613860709580.wav,253387e8620ee1896c76809782406e139bce35860aaa0d61991965319ba0dc32,good,neutrality
1614153975737.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,surprise
1614153975737.wav,e7eeaf19684a2816678959fb56771e0545dd64bf308a2646fbfdb55330942ad8,good,neutrality
1614153975737.wav,ba04a562689bc49be4577280adecb5c3ceadd6a8cae576f1ca5635870df67f2f,good,surprise
1614153975737.wav,70b8f5634ab4a0a3b15fc56eb666970cc510a1991d0acec150ed6a54919c440c,good,neutrality
1614153975737.wav,f00ecd22250706ac58a528eec23d6f60393306dcc7829d8219f21e0a98b11331,good,neutrality
1613655756583.wav,79e28d8896d53ba4c4ea13e2972a0887237d915490ce3bd17074a1f7c33b0221,bad,surprise
1613655756583.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,good,joy
1613655756583.wav,fa945ef98af8330d47c61c03ae989423c889587862587ece1fbe2bede8c007f5,good,joy
1613655756583.wav,37d2ebf8f95bac9ef8cc9289598304b9556630df262060c1da18fe38ebf6b9e0,good,joy
1613655756583.wav,47484ecbdcabbbef62dcf6d5b540750c912c6d643501f2554f733f8fe3cba74f,good,surprise
1613472603590.wav,79e28d8896d53ba4c4ea13e2972a0887237d915490ce3bd17074a1f7c33b0221,good,joy
1613472603590.wav,8cd4289dc47d0ea3a3deca73495829e5c4a9c96b1c461670418563548eaffe82,good,joy
1613472603590.wav,5e9cbd6f24d98e7227c76b60ce3df9ee601f245d1681cac3c95c725b7ea9fc20,good,joy
1613472603590.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,joy
1613472603590.wav,72934d3170320ab925324a3362293c6e1b662a0dde5c2a0cbef6163457c52cb0,good,sadness
1613478895494.wav,67e0082893e848c8706431c32dea6c3ca86c488ae24ee6b0661489cb8b3bb78a,good,surprise
1613478895494.wav,ba04a562689bc49be4577280adecb5c3ceadd6a8cae576f1ca5635870df67f2f,good,surprise
1613478895494.wav,ebec404b6897056f95c343d7e7d2a12e081adc36413163a03ce3248e9d312c97,good,surprise
1613478895494.wav,826f0a8e6c59ef03f84a1e944aa47495c69725b02236265872c601c58ff06b57,good,surprise
1613478895494.wav,8146dd4391e63f36ce9393a4fb522d59bce1acfcc69c8449df00410ddfc693b7,bad,anger
1613492865249.wav,0e2c3ce6fe7c8d0d546a52c7b9465e0210668e253cfa10c2afd464ee9dfa4ca6,good,fear
1613492865249.wav,75cb8a9583b2012d728417126f5edd33170a8a76a8e929022976b842089a62bc,good,fear
1613492865249.wav,5e05cb515b5e6aee84325a8ceeb28a92c2d8d01c6b0f4bb0e743bd04ece7557e,good,disgust
1613492865249.wav,575f02af3c9482c683fd9ac89ce26dabfa27f1f27890847a2f320f0052e97d8f,good,fear
1613492865249.wav,af37d1fe47d4c216b7c0f427b0be59eb59eaeafb86835dc066f2c55864ee605f,good,disgust
1613338898711.wav,066053274a4b0ea45cb1413645fa25c66ee173c59f911640f35038b4ee6bb3ed,good,fear
1613338898711.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,disgust
1613338898711.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,good,fear
1613338898711.wav,92192986bf593ccd884aee3b211f4a34fc949e8b566787c4910da8ee162cd330,good,fear
1613338898711.wav,069eaa73dc5935c79d00dc710de06169e20fda2eb302c673c03cda2f4ff0c515,good,sadness
1613491094583.wav,769e2b391e37012911810a9d11b2b88712906417d102655d9e10dec11809bc98,good,sadness
1613491094583.wav,3dfe2aa10ad1ee1e48ccd000d87c2bc4d02024a7b34694338c57f50370067619,good,sadness
1613491094583.wav,c64f81213d168187d346b356bea56d60c6feb02e4914ce98f044bfcdb68a77d8,good,sadness
1613491094583.wav,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,good,disgust
1613491094583.wav,071ad389ee3249379958d71c0a9e644aa4983841b22e397e52476d85b5433d49,good,sadness
1613478316594.wav,769e2b391e37012911810a9d11b2b88712906417d102655d9e10dec11809bc98,good,anger
1613478316594.wav,0759af130236ec1bb1aa9d5e136f4b85b261c669dfdc5a0b28dd95f1702f69a3,good,anger
1613478316594.wav,eff58ca02e65b197cf6585e9232cd6166070a565e24156895ee08ba698cb6d25,good,disgust
1613478316594.wav,71b5af8a2c94152415fa72ed2db41e01708848478ea384404267a785c00179d4,good,disgust
1613478316594.wav,2e7d2c03a9507ae265ecf5b5356885a53393a2029d241394997265a1a25aefc6,good,disgust
1613493356029.wav,769e2b391e37012911810a9d11b2b88712906417d102655d9e10dec11809bc98,good,disgust
1613493356029.wav,727284ead21e0dbff04c54155b4ba5d42c29b7ac0de48be2f0921b28ed878959,good,disgust
1613493356029.wav,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,good,sadness
1613493356029.wav,7d18f6854b6e82da6764dbb37a9bd849129843aef59f6313caca0dc42006f780,good,disgust
1613493356029.wav,fb92c7e381b71ceda36d7e3d0f1064386452c4d6b2300ec9818652830f23f17c,good,disgust
1613587934946.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,bad,neutrality
1613587934946.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,good,anger
1613587934946.wav,a8dfce98f6aa0c4ef0845c644fd9173cdf9da7b40024105a0b7f7faa790fe4a9,good,anger
1613587934946.wav,7fcb31b4a9d1fe5c3a17af84349caf7aa723d27b58d0f5a7bb240c0a10cd795c,good,anger
1613587934946.wav,72934d3170320ab925324a3362293c6e1b662a0dde5c2a0cbef6163457c52cb0,good,anger
1613600570451.wav,9ea3de86c7830ad1c06aeb141fbcb435345bba22656b57e33751295c09e46677,good,disgust
1613600570451.wav,29a411bb355484030ada127614f9ea80e7ed4cf354df45bd86abbfa4fecf8626,good,disgust
1613600570451.wav,5b97872349346612a02b49434e8aca7d3e0a12ddcf2d2cb03372c21fa293c7f2,good,disgust
1613600570451.wav,9b198cebe10400350300901eeede9ab67c9b72629191db4b0aed6ef47732d51f,good,disgust
1613600570451.wav,43e07911caf6f3de5077fd2aa1c3bd004c3d410fb23b27a406fed3d255f76b2b,good,disgust
1613512725682.wav,9ea3de86c7830ad1c06aeb141fbcb435345bba22656b57e33751295c09e46677,good,surprise
1613512725682.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,surprise
1613512725682.wav,ba04a562689bc49be4577280adecb5c3ceadd6a8cae576f1ca5635870df67f2f,good,neutrality
1613512725682.wav,575f02af3c9482c683fd9ac89ce26dabfa27f1f27890847a2f320f0052e97d8f,good,surprise
1613512725682.wav,253387e8620ee1896c76809782406e139bce35860aaa0d61991965319ba0dc32,good,neutrality
1613592928482.wav,9ea3de86c7830ad1c06aeb141fbcb435345bba22656b57e33751295c09e46677,good,neutrality
1613592928482.wav,1f085e5420ab1d3c548997dc8eaf1fd4b94479ba68afae3b58a6579b5880bc82,good,sadness
1613592928482.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1613592928482.wav,d243c5fcc85f46d92139688b5f604924ea80b32d9b3049000275badb7a7d67a6,good,neutrality
1613592928482.wav,9daf9174139f1f6fc02d4bc54949b89485f69fb959f6f8fe13425e83f70a25d8,good,neutrality
1613562518606.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,disgust
1613562518606.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,good,sadness
1613562518606.wav,68dbf73d03d3a5107edad3b05676eee240e68c280296e52b6986873c54cef3cb,good,sadness
1613562518606.wav,63704e5863b0e3771b881338cb7d0f5cd889a0f7d4acd08178b80664b198cd89,good,sadness
1613562518606.wav,527df178656bc694b341866a23c092b554b0f1fd95e2755f48967b7c4d2f5ef7,good,sadness
1613576816420.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,joy
1613576816420.wav,a8dfce98f6aa0c4ef0845c644fd9173cdf9da7b40024105a0b7f7faa790fe4a9,good,joy
1613576816420.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,good,joy
1613576816420.wav,e0a5102f130b353d300a24a1ad725389546b235dccbcf46f7c004e4c0a875bab,good,joy
1613576816420.wav,a903ef9be706de48fc22fd3de5ee8039f33575414ccac3492802b58dc35c091c,good,joy
1613492165645.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,disgust
1613492165645.wav,eff58ca02e65b197cf6585e9232cd6166070a565e24156895ee08ba698cb6d25,good,sadness
1613492165645.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,neutrality
1613492165645.wav,3683b1e013a3c1a5880669f6cd4edc0be6a2673efb9ca10aa859155d4740af94,good,neutrality
1613492165645.wav,634644a9e46cca84f8bf5ffa667570da79dc01cba9d72bb470f9a625b1d4e434,good,sadness
1613654746820.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,neutrality
1613654746820.wav,c64f81213d168187d346b356bea56d60c6feb02e4914ce98f044bfcdb68a77d8,good,joy
1613654746820.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,neutrality
1613654746820.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,joy
1613654746820.wav,f00ecd22250706ac58a528eec23d6f60393306dcc7829d8219f21e0a98b11331,good,joy
1613493294527.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,neutrality
1613493294527.wav,dd2d1f0c559c0c2a7d4726787b64755b048c74f6527121f00f26d9fa57317277,good,neutrality
1613493294527.wav,5b97872349346612a02b49434e8aca7d3e0a12ddcf2d2cb03372c21fa293c7f2,good,neutrality
1613493294527.wav,fb338e53da57ec89c638f24e8f87697a70d0c0d8e4cc3a56f754211d2c6f0444,good,neutrality
1613493294527.wav,a903ef9be706de48fc22fd3de5ee8039f33575414ccac3492802b58dc35c091c,good,neutrality
1613478099864.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,neutrality
1613478099864.wav,c64f81213d168187d346b356bea56d60c6feb02e4914ce98f044bfcdb68a77d8,good,disgust
1613478099864.wav,5b97872349346612a02b49434e8aca7d3e0a12ddcf2d2cb03372c21fa293c7f2,good,neutrality
1613478099864.wav,7fcb31b4a9d1fe5c3a17af84349caf7aa723d27b58d0f5a7bb240c0a10cd795c,good,neutrality
1613478099864.wav,6bd6fffd27624969fe5a7a489586fc0f474aceee4adf8e7448568618c7aca30c,good,neutrality
1613466964624.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,neutrality
1613466964624.wav,0759af130236ec1bb1aa9d5e136f4b85b261c669dfdc5a0b28dd95f1702f69a3,good,disgust
1613466964624.wav,a8dfce98f6aa0c4ef0845c644fd9173cdf9da7b40024105a0b7f7faa790fe4a9,good,neutrality
1613466964624.wav,e91d63cb57c1cc7d47ebc768d73618f9f5e4362094ac04fe3f141f85d6140644,good,disgust
1613466964624.wav,47484ecbdcabbbef62dcf6d5b540750c912c6d643501f2554f733f8fe3cba74f,good,disgust
1613646293336.wav,5aa05ce0d1679b5c4e56f9de0ef23f9db562b3d4960d814aa4773c6f58d813d2,good,anger
1613646293336.wav,a8dfce98f6aa0c4ef0845c644fd9173cdf9da7b40024105a0b7f7faa790fe4a9,good,disgust
1613646293336.wav,d7657a546e709badcdb59a32b22e1c0957f5705af426f3b29a3a1f401cd72cb2,good,sadness
1613646293336.wav,c00e0c749a873c95bed0824237f18950da1f67b41c3631c1b0c4c1d3cf05732f,good,disgust
1613646293336.wav,9f5be18c11513c80cce900cd5429550b15171af5e1bc8ffa01e5f08600543f6d,good,sadness
1613646253222.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,good,joy
1613646253222.wav,5e05cb515b5e6aee84325a8ceeb28a92c2d8d01c6b0f4bb0e743bd04ece7557e,good,fear
1613646253222.wav,d7657a546e709badcdb59a32b22e1c0957f5705af426f3b29a3a1f401cd72cb2,good,surprise
1613646253222.wav,09fb9ff32c5aa81bf3cd060e82f8bdfe6fa40b933c00a3b83094a4a6a9c1db24,good,surprise
1613646253222.wav,f00ecd22250706ac58a528eec23d6f60393306dcc7829d8219f21e0a98b11331,good,sadness
1613474271969.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,good,neutrality
1613474271969.wav,cdead44b8c20a647fa36699a495a06a41337c4c0ac3ccd888eda568c946e1512,good,neutrality
1613474271969.wav,bc62847a43ea96722da9ec1f2a2e270511fc1b5371220a9534a5eac4d210d228,good,neutrality
1613474271969.wav,a80ad1e3e6482b8e093846ab433c2803d30835dc9118b2d4a4ab133c9ca3efef,good,neutrality
1613474271969.wav,617e865b0a149f5dca79180460a7e50f0150799d7dcbe0fca8a9e9cfdf955f16,good,anger
1613477907258.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,good,disgust
1613477907258.wav,c64f81213d168187d346b356bea56d60c6feb02e4914ce98f044bfcdb68a77d8,good,disgust
1613477907258.wav,a8dfce98f6aa0c4ef0845c644fd9173cdf9da7b40024105a0b7f7faa790fe4a9,good,disgust
1613477907258.wav,4a2ab2038d94e3051ac7e771f99f5f6c5ab63fe3f94be0d32b61e62352bd8db6,good,sadness
1613477907258.wav,073f4407e1c072ce2f793b3994691ddef81b1f31090225bf71aa144a76df99ba,good,sadness
1613326799216.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,bad,fear
1613326799216.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,good,fear
1613326799216.wav,5b97872349346612a02b49434e8aca7d3e0a12ddcf2d2cb03372c21fa293c7f2,good,fear
1613326799216.wav,00a0efc0faaeb5a288481a25b5d0b7d4c0b070120c6d61be6ef7b255fcdfd17f,good,sadness
1613326799216.wav,d2356fff332bc01b5f4240942b7aa8d08129a9c5fd13f1ce1718123d7571b73b,good,sadness
1613645771694.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,good,anger
1613645771694.wav,cdead44b8c20a647fa36699a495a06a41337c4c0ac3ccd888eda568c946e1512,good,anger
1613645771694.wav,80e7e4adaca93ce64f11ae310461776c69e4b476fa07f1891adf1b23bbdfc562,bad,neutrality
1613645771694.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,anger
1613645771694.wav,d42c4b51ecaf015f7a60db7c593d74510bc2c2076ed60c63c90dbccbaf2e2019,good,anger
1613478672118.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,good,joy
1613478672118.wav,5e05cb515b5e6aee84325a8ceeb28a92c2d8d01c6b0f4bb0e743bd04ece7557e,good,surprise
1613478672118.wav,5b97872349346612a02b49434e8aca7d3e0a12ddcf2d2cb03372c21fa293c7f2,good,joy
1613478672118.wav,1fd9b3ed8af4177fb09ec3efa8be5366496647bfbc77df248fb5f652b4922c42,good,joy
1613478672118.wav,1fd9b3ed8af4177fb09ec3efa8be5366496647bfbc77df248fb5f652b4922c42,good,joy
1613492945611.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,good,sadness
1613492945611.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,good,sadness
1613492945611.wav,11bbad168daee9a2eef86fa4ef93315f9f11468c1c180950b2c6e4e7953f7858,good,sadness
1613492945611.wav,70b8f5634ab4a0a3b15fc56eb666970cc510a1991d0acec150ed6a54919c440c,good,sadness
1613492945611.wav,fb92c7e381b71ceda36d7e3d0f1064386452c4d6b2300ec9818652830f23f17c,good,fear
1613592811877.wav,68dbf73d03d3a5107edad3b05676eee240e68c280296e52b6986873c54cef3cb,good,neutrality
1613592811877.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,neutrality
1613592811877.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,good,anger
1613592811877.wav,d8d3bdd5adc0009a98a549521ab477e4137abb1add7cde9f35c8bb4add5c36e5,good,anger
1613592811877.wav,9541edca7002fe982189eb0f059ac7558f45636d80b2923347379d9c02ce4d7f,good,neutrality
1613493103886.wav,aca09acb69980638b709ae879bb35d25c5e0d7891b7e26b918dc650ddb073f72,good,anger
1613493103886.wav,7683478958e7af8a20162abe0c2525f3102d8173ef7aab8e6e28fe1b60340b3d,good,anger
1613493103886.wav,5b97872349346612a02b49434e8aca7d3e0a12ddcf2d2cb03372c21fa293c7f2,good,disgust
1613493103886.wav,7d18f6854b6e82da6764dbb37a9bd849129843aef59f6313caca0dc42006f780,good,anger
1613493103886.wav,ebecac3dbb3428c344df1b9e9656e0648db6b480513e8c763a69b5f0675465d3,good,disgust
1613492320586.wav,f843e88cfb1daade1934454df45ad1343f0ef7572c98813d615fb91c3c8b84e7,good,joy
1613492320586.wav,1f085e5420ab1d3c548997dc8eaf1fd4b94479ba68afae3b58a6579b5880bc82,good,surprise
1613492320586.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,good,surprise
1613492320586.wav,2ee38ab6370fe93156f4b8aba1d17e88fb8e5b1fa02264a8f699640601e671bb,bad,surprise
1613492320586.wav,c4cce99958f308cfe51551e21476c906c5ab96203dd391583b7021e820625c91,good,joy
1613653224759.wav,dd2d1f0c559c0c2a7d4726787b64755b048c74f6527121f00f26d9fa57317277,good,sadness
1613653224759.wav,a8dfce98f6aa0c4ef0845c644fd9173cdf9da7b40024105a0b7f7faa790fe4a9,good,sadness
1613653224759.wav,7683478958e7af8a20162abe0c2525f3102d8173ef7aab8e6e28fe1b60340b3d,good,neutrality
1613653224759.wav,37d2ebf8f95bac9ef8cc9289598304b9556630df262060c1da18fe38ebf6b9e0,good,sadness
1613653224759.wav,36a2f496565ed5b4e3f34377f8e1dada5711cec3e2633115e8eae2b10673859b,good,sadness
1613323209082.wav,727284ead21e0dbff04c54155b4ba5d42c29b7ac0de48be2f0921b28ed878959,good,surprise
1613323209082.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,fear
1613323209082.wav,75cb8a9583b2012d728417126f5edd33170a8a76a8e929022976b842089a62bc,good,surprise
1613323209082.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,surprise
1613323209082.wav,069eaa73dc5935c79d00dc710de06169e20fda2eb302c673c03cda2f4ff0c515,good,fear
1613412650471.wav,ba04a562689bc49be4577280adecb5c3ceadd6a8cae576f1ca5635870df67f2f,good,sadness
1613412650471.wav,8cd4289dc47d0ea3a3deca73495829e5c4a9c96b1c461670418563548eaffe82,good,sadness
1613412650471.wav,596a6d1be168363114839221435032e71ebccca6a7764c62f102056faef06d0f,good,sadness
1613412650471.wav,d243c5fcc85f46d92139688b5f604924ea80b32d9b3049000275badb7a7d67a6,good,fear
1613412650471.wav,2e7d2c03a9507ae265ecf5b5356885a53393a2029d241394997265a1a25aefc6,good,fear
1614112193738.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,disgust
1614112193738.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,good,anger
1614112193738.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,good,surprise
1614112193738.wav,9ff18ebe7449349f358e3af0b57cf7a032c1c6b2272cb2656ff85eb112232f16,good,surprise
1614112193738.wav,dab5bef377257560673ee2dea5e7a7144762e613955b2195fa95b0ff3d4d1d07,good,anger
1614174138914.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1614174138914.wav,5e05cb515b5e6aee84325a8ceeb28a92c2d8d01c6b0f4bb0e743bd04ece7557e,good,neutrality
1614174138914.wav,bc62847a43ea96722da9ec1f2a2e270511fc1b5371220a9534a5eac4d210d228,good,neutrality
1614174138914.wav,b869204cfe98a2ff16b74263ed188029123cd2ad6f13855f936cbb1d8a7a9f1d,good,neutrality
1614174138914.wav,29a040414abb26dc4fa55255015d8243dc31b10ccdbb178e454c1e36a597ef0d,good,joy
1613831545479.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,anger
1613831545479.wav,a8dfce98f6aa0c4ef0845c644fd9173cdf9da7b40024105a0b7f7faa790fe4a9,good,surprise
1613831545479.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,good,anger
1613831545479.wav,369dc7ddd22f8a89fe6b72637b6b32d65741280c1a6eef520c893572902c740e,bad,anger
1613831545479.wav,8ac798829cb1a9b770e67b9b0bddc0dee9e26f5fbae378648ae835f5b5e9677a,good,anger
1614152733856.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,surprise
1614152733856.wav,75cb8a9583b2012d728417126f5edd33170a8a76a8e929022976b842089a62bc,good,surprise
1614152733856.wav,a8dfce98f6aa0c4ef0845c644fd9173cdf9da7b40024105a0b7f7faa790fe4a9,good,surprise
1614152733856.wav,7e51a0398426ac3573993d0527f1da45c48c5b6589ab5482c3da983598f0329a,good,surprise
1614152733856.wav,755a1c40e16983d3a15dc2520ac7a0b278af3ebf38c22c492083fedd9fcc7a3f,good,surprise
1614174916622.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1614174916622.wav,b069c4c181f02bf6e0d1b29de3b7e28a4529e315dbb223413e603a2fb5388201,good,neutrality
1614174916622.wav,5e9cbd6f24d98e7227c76b60ce3df9ee601f245d1681cac3c95c725b7ea9fc20,good,neutrality
1614174916622.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,good,neutrality
1614174916622.wav,e62ace0bf458cae5f81990bdd4e15d9064215b6409272f6c3b2c4f25296eb524,good,neutrality
1614082158318.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,surprise
1614082158318.wav,eff58ca02e65b197cf6585e9232cd6166070a565e24156895ee08ba698cb6d25,good,surprise
1614082158318.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,surprise
1614082158318.wav,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,good,surprise
1614082158318.wav,8df0f8135403ddc4aa69bf7aac89076ce928327dab3148396ccb320709470f41,good,surprise
1613830370420.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,sadness
1613830370420.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,sadness
1613830370420.wav,75cb8a9583b2012d728417126f5edd33170a8a76a8e929022976b842089a62bc,good,sadness
1613830370420.wav,c218c81e12a73367c64ba1b8099e9952a9fe0c8dff1ff07b891d159e134ef122,good,sadness
1613830370420.wav,85bb5728ef569a6e4e86e94b591b627d1304420dfaddc3d27b114441b21fbbbf,good,disgust
1614011442281.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1614011442281.wav,7fcb31b4a9d1fe5c3a17af84349caf7aa723d27b58d0f5a7bb240c0a10cd795c,good,neutrality
1614011442281.wav,b02073cd1ad16c0fb38d61f9f59650d5dfb6588a882a3f7136f6ed87566dcf4e,good,neutrality
1614011442281.wav,efffdf93ed76491f5635a4bf14fc24299d45a64d908d3f28e63f0d118f8b88d9,good,neutrality
1614011442281.wav,617e865b0a149f5dca79180460a7e50f0150799d7dcbe0fca8a9e9cfdf955f16,good,neutrality
1614080873503.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,neutrality
1614080873503.wav,80e7e4adaca93ce64f11ae310461776c69e4b476fa07f1891adf1b23bbdfc562,good,neutrality
1614080873503.wav,ba2d0830e65eadb371708af3592703d68353b5566093002111df7c34f89c9ff0,good,neutrality
1614080873503.wav,251c69ea1f46bdee4883baa1cef17dc048908a6e53eb59e61ccd08aa5aaa484f,good,neutrality
1614080873503.wav,ef4806365759228cbb8ad6b367c43c96d91112db17c160bdbc94bfc93f8f8339,good,neutrality
1614112060757.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,anger
1614112060757.wav,12b74feef88433eff5ef0290374cd7c3fae8fedab6aaff94d765c10af575ff33,good,neutrality
1614112060757.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,good,sadness
1614112060757.wav,01010a3dd6ca042e647d833b6000f40cdb6bd77bf850361bc5377979a6b2d3dd,good,anger
1614112060757.wav,e83ba096be1f9f1cdb80bef27d56e414b2c003236b5c01735ab81625c4083d39,good,anger
1614016624137.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,surprise
1614016624137.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,good,surprise
1614016624137.wav,bc62847a43ea96722da9ec1f2a2e270511fc1b5371220a9534a5eac4d210d228,good,surprise
1614016624137.wav,fb338e53da57ec89c638f24e8f87697a70d0c0d8e4cc3a56f754211d2c6f0444,good,surprise
1614016624137.wav,1c560b85cda168bc1f41d516a293e4faebaeabb16baca48a4cb3238f88bf7593,good,surprise
1613930538742.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,joy
1613930538742.wav,ed7ac1150c479d85410ebf1cfc0ab74cd12be666959c5865c77e3ea980329702,good,neutrality
1613930538742.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,good,neutrality
1613930538742.wav,1fd9b3ed8af4177fb09ec3efa8be5366496647bfbc77df248fb5f652b4922c42,good,anger
1613930538742.wav,e8b9bf910f1530a996eb0e608275e86ea0f8343fc1b6077583e8a9c182939ec5,good,surprise
1614116850067.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,good,disgust
1614116850067.wav,5e05cb515b5e6aee84325a8ceeb28a92c2d8d01c6b0f4bb0e743bd04ece7557e,good,surprise
